ID	1_taxonomic_profile	10_taxonomic_profile	13_taxonomic_profile	16_taxonomic_profile	17_2_taxonomic_profile	17_taxonomic_profile	18_taxonomic_profile	19_taxonomic_profile	20_taxonomic_profile	21_taxonomic_profile	22_taxonomic_profile	23_taxonomic_profile	24_taxonomic_profile	25_taxonomic_profile	26_taxonomic_profile	27_taxonomic_profile	2A_taxonomic_profile	2B_taxonomic_profile	2C_taxonomic_profile	3A_taxonomic_profile	3B_taxonomic_profile	4_taxonomic_profile	8_2_taxonomic_profile	8_taxonomic_profile	MmtII1_2_taxonomic_profile	MmtII1_taxonomic_profile	MmtII2_2_taxonomic_profile	MmtII2_taxonomic_profile	MmtII3_2_taxonomic_profile	MmtII3_taxonomic_profile	MmtII1_taxonomic_profile
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Solirubrobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88657	2.17897	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Solirubrobacterales|f__Solirubrobacterales_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88657	2.17897	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes	0.0	0.0	0.0	0.0	0.0	0.29189	1.46934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01755	0.0551	0.162	0.13963	0.0	0.07864	0.0551
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01755	0.0551	0.162	0.13963	0.0	0.07864	0.0551
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01755	0.0551	0.162	0.13963	0.0	0.07864	0.0551
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01755	0.0551	0.162	0.13963	0.0	0.07864	0.0551
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Gillisia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01755	0.0551	0.162	0.13963	0.0	0.07864	0.0551
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Gillisia|s__Gillisia_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01755	0.0551	0.162	0.13963	0.0	0.07864	0.0551
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	0.0	0.0	0.0	0.0	0.0	0.29189	1.46934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	0.0	0.0	0.0	0.0	0.0	0.29189	1.46934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriales_noname	0.0	0.0	0.0	0.0	0.0	0.29189	1.46934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriales_noname|g__Gracilimonas	0.0	0.0	0.0	0.0	0.0	0.29189	1.46934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriales_noname|g__Gracilimonas|s__Gracilimonas_tropica	0.0	0.0	0.0	0.0	0.0	0.29189	1.46934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriales_noname|g__Gracilimonas|s__Gracilimonas_tropica|t__GCF_000375425	0.0	0.0	0.0	0.0	0.0	0.29189	1.46934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Chlorobi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.50127	0.12477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Chlorobi|c__Chlorobia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.50127	0.12477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.50127	0.12477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.50127	0.12477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.50127	0.12477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobaculum|s__Chlorobaculum_parvum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.08112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobaculum|s__Chlorobaculum_parvum|t__GCF_000020505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.08112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobaculum|s__Chlorobaculum_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42015	0.12477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteria	16.33371	1.59403	10.63818	6.99422	0.0	0.74799	1.86944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.38838	16.48926	17.1973	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname	16.33371	1.59403	10.63818	6.99422	0.0	0.74799	1.86944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.38838	16.48926	17.1973	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Chroococcales	16.33371	1.59403	10.63818	6.99422	0.0	0.74799	1.86944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.38838	16.48926	17.1973	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Chroococcales|f__Chroococcales_noname	16.33371	1.59403	10.63818	6.99422	0.0	0.74799	1.86944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.38838	16.48926	17.1973	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Chroococcales|f__Chroococcales_noname|g__Cyanobium	16.33371	1.59403	10.63818	6.99422	0.0	0.74799	1.86944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.38838	16.48926	17.1973	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Chroococcales|f__Chroococcales_noname|g__Cyanobium|s__Cyanobium_unclassified	16.33371	1.59403	10.63818	6.99422	0.0	0.74799	1.86944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.38838	16.48926	17.1973	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes	12.41718	0.0	0.0	0.0	0.0	0.0	0.0	3.03692	0.0	0.0	0.0	0.0	3.88738	2.91413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.37015	0.0	0.0	31.41992	33.38318	24.24485	22.7464	26.4909	29.52053	33.38318
k__Bacteria|p__Firmicutes|c__Bacilli	12.41718	0.0	0.0	0.0	0.0	0.0	0.0	3.03692	0.0	0.0	0.0	0.0	0.0	2.91413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.41028	0.0	0.0	31.41992	33.38318	24.07531	22.7464	26.4909	29.52053	33.38318
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03692	0.0	0.0	0.0	0.0	0.0	2.91413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.41992	33.38318	24.07531	22.7464	26.4909	29.52053	33.38318
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03692	0.0	0.0	0.0	0.0	0.0	2.91413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.90196	1.4231	2.8189	2.61142	3.27912	3.2246	1.4231
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Halobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03692	0.0	0.0	0.0	0.0	0.0	2.91413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.90196	1.4231	2.8189	2.61142	3.27912	3.2246	1.4231
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Halobacillus|s__Halobacillus_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03692	0.0	0.0	0.0	0.0	0.0	2.91413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.90196	1.4231	2.8189	2.61142	3.27912	3.2246	1.4231
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.51796	31.96008	21.25641	20.13498	23.21177	26.29593	31.96008
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Exiguobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.51796	31.96008	21.25641	20.13498	23.21177	26.29593	31.96008
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Exiguobacterium|s__Exiguobacterium_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.51796	31.96008	21.25641	20.13498	23.21177	26.29593	31.96008
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	12.41718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.41028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	12.41718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.41028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	12.41718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.41028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_casei_paracasei	8.48712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.64153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_casei_paracasei|t__Lactobacillus_casei_paracasei_unclassified	8.48712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.64153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_plantarum	3.93006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.76875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_plantarum|t__Lactobacillus_plantarum_unclassified	3.93006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.76875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.88738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95987	0.0	0.0	0.0	0.0	0.16954	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.88738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95987	0.0	0.0	0.0	0.0	0.16954	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.88738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16954	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.88738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16954	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Peptostreptococcaceae_noname_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.88738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16954	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria	39.71784	13.85608	23.75656	5.33448	0.0	44.24423	18.288	17.90779	64.57463	46.86125	49.49627	20.93024	24.55799	18.51016	45.42374	59.43847	43.67244	95.40228	75.71349	14.91021	37.00977	46.71879	20.26239	16.86081	68.37451	66.37051	75.48118	77.02356	71.72768	68.69848	66.37051
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	1.71138	8.10161	0.0	0.0	0.0	0.0	0.0	3.9307	0.0	1.16446	7.02493	1.67496	2.57808	0.0	0.0	4.51408	0.0	37.40402	40.68174	7.38861	0.0	4.4521	5.93595	4.86305	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales	1.71138	0.0	0.0	0.0	0.0	0.0	0.0	3.9307	0.0	0.0	7.02493	0.0	2.57808	0.0	0.0	4.51408	0.0	16.06696	35.14412	7.38861	0.0	3.61304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae	1.71138	0.0	0.0	0.0	0.0	0.0	0.0	3.9307	0.0	0.0	7.02493	0.0	2.57808	0.0	0.0	4.51408	0.0	16.06696	35.14412	3.37397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Hyphomicrobiaceae_unclassified	1.71138	0.0	0.0	0.0	0.0	0.0	0.0	3.9307	0.0	0.0	7.02493	0.0	2.57808	0.0	0.0	4.51408	0.0	16.06696	35.14412	3.37397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.01464	0.0	3.61304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Rhodobiaceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.01464	0.0	3.61304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16446	0.0	1.67496	0.0	0.0	0.0	0.0	0.0	0.0	5.53762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16446	0.0	1.67496	0.0	0.0	0.0	0.0	0.0	0.0	5.53762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Labrenzia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.53762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Labrenzia|s__Labrenzia_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.53762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Oceanicola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Oceanicola|s__Oceanicola_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	0.0	8.10161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.33706	0.0	0.0	0.0	0.0	5.93595	4.86305	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae	0.0	8.10161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.33706	0.0	0.0	0.0	0.0	5.93595	4.86305	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Rhodospirillum	0.0	8.10161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.33706	0.0	0.0	0.0	0.0	5.93595	4.86305	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Rhodospirillum|s__Rhodospirillum_unclassified	0.0	8.10161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.33706	0.0	0.0	0.0	0.0	5.93595	4.86305	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Erythrobacteraceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.48314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.48314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
